Column1,특성추출(가중치순 상위 50개),종목명
459,"우리나라,선진국,ESG,리서치본부,퀀트,리서치대상,이창목,NH투자증권,해외기업,NH,싱가폴,감염증,기대감,업데이트,로보틱,본부장,사명감,헤럴드",NH투자증권
460,"연구원,ESG,유럽,환경산업,각국,이창목,본부장,신재생,보고서,NH,NH투자증권,포스텍,만큼,한국,유진투자증권,한병화,지배구조,GREEN,신재,기업들,증권가",NH투자증권
461,"연구원,ESG,유럽,신재생,이창목,본부장,각국,보고서,NH,NH투자증권,포항공대,만큼,환경산업,한국,유진투자증권,지배구조,한병화,기업들,증권가,신재",NH투자증권
462,"뉴딜,연구원,탄소배출량,거래소,ESG,에코,배출량,하이투자증권,뉴딜지수,SK,한국거래소,고경범,이은택,운용사,다음달,디앤디,리더스,NH투자증권,가능성",SK
463,"ESG,NH,그린코리아,관계자,운용보수,아문디,농협은행,2차,전기차,400억,유통망,신재생에너지,농협,공익적,계열사,신한금융투자,사회공헌활동,NH아문디자산운용,지배구조,비재무적,성장성,아문,평가금액,방법론,KB,NH투자증권,KB증권,투자,운용,펀드,평가,기업,자체",NH투자증권
464,"전기차,ESG,NH,전염병,각국,성장성,지속가능,뉴딜,판매사,농협은행,홈페이지,신한금융투자,영업점,기후변화,사회공헌활동,팬데믹,상품명,공익사업,코리아,가시화,정부들,400억,KB,NH투자증권",NH투자증권
465,"강남,탱커펀드,임계현,윤덕찬,NH투자증권,발전소,부동산,금융상품,지배구조,운용사,상장지수펀드,협약식,경영전략본부장,NH,본부장,업무협약,운용사들,임현,ESG,ETF,지수,인덱스,대표,펀드,증권,아파트,이달,출시,가격,한눈,지속,레이더",NH투자증권
466,"ESG,부동산,탱커펀드,지속가능발전소,핀테크,NH투자증권,여의도,임계현,언론사,임현서,발전소,윤덕찬,경영전략본부장,ISELECT,강남",NH투자증권
467,"아이셀렉트,ESG,부동산,핀테크,NH투자증권,탱커펀드,지속가능발전소,임계현,언론사,발전소,윤덕찬,NH,패시브",NH투자증권
468,"ESG,핀테크,부동산,ISELECT,NH투자증권,지속가능발전소,여의도,임계현,언론사,탱커펀드,NH,태스크포스팀,발전소,강남,태스크포스,패시브,노사관계",NH투자증권
469,"강남아파트,NH투자증권,ESG,사업자,탱커펀드,지속가능발전소,ISELECT,발전소,지주회사,임계현,윤덕찬,지배구조,강남,금융상품,운용사,핀테크업체,태스트포스",NH투자증권
470,"ESG,NH투자증권,부동산,지속가능발전소,탱커펀드,강남아파트,핀테크,ISELECT,여의도,임현서,윤덕찬,NH,언론사,임계현,런칭,본부장,발전소",NH투자증권
471,"ESG,핀테크,NH투자증권,부동산,지속가능발전소,임계현,언론사,ISELECT,탱커펀드,본격화,NH,지배구조,경영전략본부장,발전소,강남",NH투자증권
472,"000억,신한캐피탈,ESG,지배구조,한국기업평가,신재,한국신용평가,한국,신용등급,신재생,500억,스타트업,금융지원,서울시,AA,NICE,GOVERNANCE,ENVIRONMENT,부여,NICE신용평가,SOCIAL,발행,채권,사업,지원,만기,주택,목적,등급,사회,신용,평가,기업,공급,금융,역세",한국기업평가
473,"OCI,위원회,ESG,DJSI,장애인,거버넌스,대한민국,지배구조,경제적,다우존스,태양광,이사회,자회사,투명경영,김택중,윤리경영,사회공헌활동",OCI
474,"OCI,위원회,DJSI,경제적,김택중,장애인,코리아,지배구조,대한민국,환경안전,태양광,이사회,자회사,투명경영,ESG,임직원들,임직원",OCI
475,"OCI,사회공헌활동,위원회,DJSI,장애인,코리아,경제적,환경안전,태양광,이사회,자회사,ESG,다우존스,투명경영,김택중,관계자,문화사업,소외계층",OCI
476,"사내방송,ESG,SK이노베이션,만큼,SK,구성원,이해관계자들,이해관계자,투명경영,INNOVATION,사업구조,SYSTEM,BROADCASTING,BALANCE,GROUP,GREEN,GBS,경영,이노베이션,그린,명칭,사내,비중,밸런스,사업,방송,전사,성장,요인,콘셉트,시장,변화,소통,책임,의미,자체적,자체",SK이노베이션
477,"한화에너지,SK,한화건설,발전소,상무보,김동선,에너지솔루션,최태원,태양광,ESS,최씨,팀장,최인근,발전원,전략기획팀",SK
478,"ESG,비영리기구,SK,최태원,CLIMATE,재생에너지,SK그룹,바스프,런던,VBA,이케아,미래세대,코리아,태양광,RE100,전력량,협의회,수펙스,한국,구글,지배구조,코로나19,위원회,환경사업위원회",SK
479,"회사채,1위,마켓인사이트,리그테이블,원어치,6조,한양증권,KB증권,미래에셋대우,총결산,자본시장,SK,한국경제신문,5위,상반기,자금조달,2배,기업들,인사이트,DCM,여전채,지배구조,현대캐피탈,롯데,유동화증권,롯데지주,이지스자산운용",한양증권
480,"최태원,SK,관계사,인텔,환경,사회,지배구조,자산가치,밸류체인,코로나19,승부사,존재감,수소사업추진단,낸드플래시,10조,추진단,승부수,ESG,NAV,사업,수소,구축,그룹,회장,활용,메모리,미래,구조,가치,경영,지배,자산,사회,환경",SK
481,"ESG,롯데,위원회,친환경,미국,삼성전자,SK,한국,인도네시아,계열사,이사회,에버레인,관계자,지배구조,배출량",삼성전자
482,"정유사,에쓰오일,관계자,자회사,전기차,온실가스,분리막,코로나19,신사업,석유제품,SK,SK이노베이션,부산물,범준이엔씨,신청서,주유소,칼텍스",SK이노베이션
483,"이해관계자,SK,김석집,순이익,최태원,자본주의,조셉,스티글리츠,더블보텀라인",SK
484,"폐기물,친환경,석유화학,SK인천석유화학,미생물,인천석유화학,설루션,최윤석,분리법,ESG,발생량,극대화,SK",SK
485,"임직원,실트론,구미,지역사회,안전망,이영석,대구경북적십자혈액원,SK,SK실트론,반도체,지역민들,김장김치,대구경북,헌혈자,허부자,추진실장,소화기,결식아동,취약계층,장용호,코로나19,구성원,보유량,혈액보유량,경북,임직원들,구미국가산업단지,MOU,사회공헌활동",SK
486,"연료전지,친환경,부유식,SK건설,국산화,폐기물,SK,블룸,안재현,부유체,지분율,해상풍력,발전소,울산,구미,매립장,에퀴닉스,미국",SK
487,"폐기물,인천석유화학,SK,지배구조,자회사,SK인천석유화학,전사적,침전물,원유량,석유화학,발생량,ESG,SK이노베이션,탱크,유류,발생,석유,품질,기름,슬러지,경영,강화,저하,시설,내부,달성,환경,사회,밸런스,그린,추진,지배,전사,이노베이션",SK이노베이션
488,"대구경북적십자혈액원,SK실트론,코로나19,대구,혈액수급,임직원,분들,이영석,실트론,온라인,실트,SK,구미,헌혈자,MOU,지역사회,협약식,안전망,적정보,적정보유량,진정성,환자들,추진실장",SK
489,"친환경,SK,ESG,지능형,폐기물,자회사,최윤석,SK인천석유화학,인천석유화학,하폐수,극대화,미생물,지배구조,인천",SK
490,"폐기물,인천석유화학,계열사,분리법,최윤석,SK,SK인천석유화학,침전물,그린밸런스,석유화학,지배구조,석유화학산업,발생량,분리기,원유량,CLEANING",SK
491,"폐기물,인천석유화학,SK인천석유화학,최윤석,유전자,미생물,침전물,SK,인공지능,발생량,원유량,환경,사회,지배구조,DNA,AI",SK
492,"친환경,폐기물,인천석유화학,SK인천석유화학,석유화학,SK,ESG,최윤석,분리법,관계자,미생물,발생량,지능형,침전물",SK
493,"친환경,미생물,ESG,폐기물,SK인천석유화학,인천석유화학,하폐수,지능형,SK,자회사,최윤석",SK
494,"폐기물,SK인천석유화학,인천석유화학,최윤석,SK,자회사,지능형,ESG,미생물,에너지원,인공지능,원유량,연료유,산학협력,3배,동력비,신기술,그린밸런스,지배구조",SK
495,"폐기물,친환경,미생물,재활용,ESG,SK인천석유화학,석유화학,인천석유화학,지능형,SK,동력비,폐기름,침전물,연료유,지배구조,폐수처리시설",SK
496,"친환경,폐기물,인천석유화학,SK인천석유화학,ESG,미생물,SK,재활용,석유화학,최윤석,관계자,하폐수,지능형,인천환경공단,분리법,지능화,발생량",SK
497,"친환경,부유식,블룸,SK건설,ESG,고체산화물,SK,지배구조,미국,블룸SK퓨얼셀,개관식,업무협약,퓨얼셀,제작사,합작법인,최소화",SK
498,"구성원,울산,언택트,SK,취약계층,구성원들,SK이노베이션,장애인,손편지,봉사활동,코로나19,기본급,마음방역,임수길,소아암,지원금,난치병,가족들,이노,자원봉사,500",SK이노베이션
499,"울산,코로나,취약계층,손편지,구성원,SK,봉사활동,코로나19,언택트,폐플라스틱,SK이노베이션,2500여명,소아암,3억,장애인,임직원들,활성화,난치병,임직원,사업장,마음방역,보듬기,ESG,울산CLX,ESG경영",SK이노베이션
500,"구성원,SK이노베이션,울산,SK,취약계층,손편지,언택트,종로노인종합복지관,서울,마음방역,봉사활동,서울광진학교,구성원들,임수길,코로나19,폐플라스틱,기본급,소아암,장애인,난치병,지원금,자원봉사",SK이노베이션
501,"취약계층,코로나19,봉사활동,임직원,임수길,마음방역,폐플라스틱,언택트,손편지,SK,SK이노베이션,환경,사회,지배구조,장애인,활성화,임직원들,센터장,구성원,ESG,인형,방역,계열,진행,봉사,용품,녹음,활동",SK이노베이션
502,"봉사활동,임수길,울산,2500여명,SK,임직원,구성원,코로나19,취약계층,장기화,SK이노베이션,증평,서산,환경,사회,지배구조,사업장,활성화,VALUE,CREATION,ESG,CENTER장,사회,활동,이노베이션,장기,계층,거리,취약,적극,경영,구조,진행,메시지,회사,인형,음원,활성",SK이노베이션
503,"코로나19,취약계층,봉사활동,SK,SK이노베이션,관계자,폐플라스틱,언택트,500여명,손편지,임직원,500여명,지배구조,장애인,활성화,심리방역,이노,마음방역,000명,500명,ESG,SK이노,인형,방역,지원,활동,진행,봉사,전개,용품,마음,계층,이노베이션,활용",SK이노베이션
504,"구성원,취약계층,SK이노베이션,구성원들,울산,SK,언택트,손편지,코로나19,봉사활동,2500여,우시산,서울광진학교,종로노인종합복지관,코로나,임수길,자원봉사,기본급,장기화,으랏차차,계열사",SK이노베이션
505,"구성원,SK이노베이션,울산,언택트,취약계층,구성원들,2500여명,손편지,폐플라스틱,코로나19,SK,마음방역,종로노인종합복지관,서울광진학교,독거노인,장기화,비대면,봉사활동,자원봉사,전사적,기본급",SK이노베이션
506,"다음달,기업들,회사채,코로나19,관계자,대한항공,증권사,유상증자,공매도,유동성,SK,IB,그동안,친환경,투자심리",대한항공
507,"SK,행복날개,친환경,최태원,이해관계자,디자,딥체인지,구성원,SK그룹,전략실,ID,만큼,수년",SK
508,"ESG,SK,폐플라스틱,삼성물산,블랙록,지배구조,스크리닝,배출량,김수현,한온시스템,운용사,수익률,금융투자,ETF,한국,40조,유안타증권,김후정,SRI펀드,울산,국민연금,SRI",한온시스템
509,"스마트팜,특수학교,IOT,SK텔레콤,유웅환,ICT,SK,MS,법무부문장,법무부,식물관찰일기,업로드,한국,코리아,온도,습도,조,,조,그룹장,사물인터넷",SK텔레콤
510,"울산,SK가스,ESG,관계자,충전소,1만,SK,동,,국가정원안내소,경영시스템,안내소,서식지,생태계,사업장,서식지,,필요성,환경,사회,지배구조,책자,가스,생태,정보,탐사,경영,환경,제작,지역,사업,평가,최대,회사,일환,등급",SK가스
511,"울산,SK가스,관계자,충전소,지배구조,ESG,1만,SK,표준화기구,전년도,한국,안내소,ISO14001,부여,경영시스템,서식지,사업다각화,구조원,생태계,사업장",SK가스
512,"울산,SK가스,환경오염,충전소,생태정보도서,환경경영,윤동,생태환경,사회공헌활동,국립생태원,구성원,생태원,SK,1만,안내소,ISO14001,환경오염방지,서식지,사업장,부여,환경위험성,태화강",SK가스
513,"울산,충전소,관계자,SK가스,생태환경,SK,사회공헌활동,국립생태원,환경오염,가스화학분야,MOU,생태원,안내소,가스화학,ISO14001,부여,환경위험성,경영시스템,사업장,서식지,1만,사업다각화",SK가스
514,"울산,SK가스,환경오염,충전소,사업장,보고서,환경경영,ESG,생태정보도서,생태환경,사회공헌활동,이사회,국립생태원,구성원,생태원,SK,1만,지배구조,안내소",SK가스
515,"울산,사회공헌활동,SK가스,친환경,ESG,환경오염,충전소,관계자,사업장,환경경영,생태정보도서,생태환경,SK",SK가스
516,"최태원,상하이,온라인,지배구조,필요성,SK,ESG,회장,글로벌,포럼,그룹,연설,개막,사회,환경,협력,제공,극복,지배,위기,구조,중심,역설,모습,사진",SK
517,"ESG,한국고등교육재단,최태원,부회장,중국,코로나19,푸단대,최종현학술원,SK,아시아올림픽평의회,선출직,OCA,이사장,상하이,기업들,비영리법,도이치뱅크",SK
518,"ESG,상하이포럼,중국,미국,한국고등교육재단,최태원,수상자,코로나19,북유럽,차관보,파울러,올리버,하버드대,코로나바이러스,지배구조,기업들,이사장,SK,상하이",SK
519,"ESG,중국,상하이,푸단대,최태원,사무총장,팬데믹,북유럽,SK,기업들,미국,수상자,차관보,국제기구,올리버,컬럼비아대",SK
520,"상하이포럼,ESG,푸단대,사무총장,중국,기업들,북유럽,최종현학술원,온라인,개막연설,SK,기조연설,최태원,친환경,미국,차관보,국제기구,수상자",SK
521,"ESG,푸단대,중국,사무총장,팬데믹,상하이,한국고등교육재단,북유럽,기조연설,미국,수상자,차관보,국제기구,코로나바이러스,올리버,SK",SK
522,"ESG,푸단대,상하이,사무총장,중국,최태원,BOYONDAL,북유럽,팬데믹,SK,미국,국제기구,컬럼비아대,차관보,한국고등교육재단,최종현학술원,매경닷컴,관계자,웨이상진,이상규",SK
523,"ESG,상하이,푸단대,최태원,SK,사무총장,중국,한국고등교육재단,북유럽,가속화,팬데믹,기업들",SK
524,"ESG,중국,사무총장,SK,최태원,수상자,북유럽,온라인,상하이,푸단대,기업들,미국,차관보,국제기구,도이치뱅크,코로나19,협력체,최종현학술원,관계자,컬럼비아대,한국고등교육재단,주주들,웨이상진,지배구조",SK
525,"폐플라스틱,롯데케미칼,SK,스타트업,윤활유,계열사,LAR,열분해유,재활용,기업들,해유,울산,ESG,스마트워치,전기차,자회사,서울,불순물",롯데케미칼
526,"이성준,대한민국,SK이노베이션,코엑스,유공자,서울,산업포장,자동차,상업화,수산화리튬,재활용,기술원장,자원부,지배구조,윤활기유,폐배터리,이산화탄소,시상식,산업기술,강남구,중요성,환경과학기술원장,과기원장,SK,산업통상자원부,기술대상,연구개발,ESG,산업,환경,이노베이션,선정,대상,진흥,수상,촉매,독자",대상
527,"ESG,네이버,그간,경영진,중소기업,삼정KPMG,이동석,삼정,30여,자본시장,만큼,동종사,SK,KPMG,계열사",SK
528,"폐플라스틱,친환경,SK,롯데케미칼,윤활유,계열사,LAR,열분해유,재활용,기업들,스타트업,해유,울산,ESG,운동화,스마트워치,전기차,자회사,서울,불순물,홈페이지",롯데케미칼
529,"ESG,SK이노베이션,자동차,이성준,일본,SK,공감대,폐배터리,자회사,유공자,김준,관계자,기술원장,산업포장,기술원,롤러블,올레드,강남구,서울,재활용,윤활유,환경과학기술원,환경과학기술원장",SK이노베이션
530,"SK이노베이션,ESG,이성준,폴더블,일본,공감대,코엑스,폐배터리,환경과학기술원,자회사,SK,김준,유공자,산업포장,기술원,서울,롤러블,올레드,재활용,기술원장,연구개발,자동차,그린밸런스2030",SK이노베이션
531,"SK이노베이션,자동차,이성준,ESG,폴더블,일본,SK,공감대,폐배터리,환경과학기술원,자회사,유공자,김준,기술원장,윤활유,산업포장,환경과학기술원장,기술원,강남구,롤러블,재활용,서울,올레드,총괄사장",SK이노베이션
532,"울산,폐플라스틱,친환경,이산화탄소,열분해유,울산시,해유,SKC,SK피아이씨글로벌,열분,폐기물,울산시청,송철호,SK,불순물,이완재,폐비닐,5만",SKC
533,"SK이노베이션,관계사,구성원,SK,PM,피엠,지배구조,대우,기업들,완결적,구성원들,차별성,신입사원,단일화,MANAGER,PROFESSIONAL,ESG,호칭,직급,이노베이션,관리,단일,내부,단행,혁신,계열,의미,사원,체계",SK이노베이션
534,"최씨,SK,SK그룹,최태원,신재생,관계자,열공,김동관,전략기획팀,최인근,계열사,2125억",SK
535,"폐플라스틱,울산,SKC,열분해유,울산시,열분,순환경제,SK피아이씨글로벌,송철호,이완재,투자사,해유,폐기물,불순물,SK,울산시청",SKC
536,"폐플라스틱,울산,SKC,울산시,SK피아이씨글로벌,열분해유,순환경제,열분,SK,합작사,투자사,해유,불순물,쿠웨이트,바스프,송철호,이완재",SKC
537,"낸드플래시,중국,미국,낸드,SK,헝가리,모빌리티,고도화,고용량,인텔,D램,2공장",SK
538,"폐플라스틱,SKC,울산시,울산,SK피아이씨글로벌,열분해유,열분,순환경제,쿠웨이트,SK,합작사,투자사,해유,불순물,바스프,송철호,폐비닐,이완재",SKC
539,"폐플라스틱,울산시,SKC,울산,SK피아이씨글로벌,열분해유,열분,순환경제,SK,합작사,투자사,해유,불순물,쿠웨이트,바스프,송철호",SKC
540,"구성원,SK이노베이션,윤동,지배구조,3벽,완결적,ESG,기업들,구성원들,그동안,SK,PM,MANAGER,PROFESSIONAL,호칭,이노베이션,직급,내년,관리,내부,통일,조직,경계,선정,폐지,가지,제도,대리,인사,대외,부장,내부적,업무,지배",SK이노베이션
541,"최씨,SK,태양광,김동관,SK그룹,신재생,최태원,중국,한화그룹,유정준",SK
542,"SK,ESG,계열사,연구원,위원회,만큼,SK그룹,수소사업,시총,최태원,지주사,이사회",SK
543,"독거노인,SK이노베이션,구성원,위원장,SK,온라인,SK아이이테크놀로지,이성훈,아이이테크놀로지,노조위원장,구성원들,노재석,사회공헌,고립감,진정성,사각지대",SK이노베이션
544,"독거노인,위원장,이성훈,구성원,SK이노베이션,SK,온라인,SK아이이테크놀로지,아이이테크놀로지,노조위원장,코로나19,노재석,구성원들,사회공헌,고립감",SK이노베이션
545,"독거노인,위원장,이성훈,구성원,노조위원장,온라인,SK이노베이션,SKIET,SK,자원봉사,사회공헌,아이이테크놀로지,노재석,구성원들,자회사,사각지대,SK아이이테크놀로지",SK이노베이션
546,"독거노인,위원장,SK이노베이션,SK,구성원,온라인,SK아이이테크놀로지,보건복지부,아이이테크놀로지,사회공헌,노재석,구성원들,시상식,사각지대,관계자,노조위원장",SK이노베이션
547,"SK이노베이션,슈퍼보드,유튜브,ESG,그린밸런스,임수길,소비자들,소비자,코리아,SK,국민들,경향비즈,지배구조,뉴스레터,레트,1위,호감도,코로나,코로나19,컨슈머,그린밸런스2030,경영전략,자회사들,자회사,센터장,TVCF",SK이노베이션
548,"시상식,SK,ESG,지속가능경영,전문가,안석호,중소벤처기업부,자원부,기업부,산업통상자원부,빅데이터,관리체계,클라우드,ICT,센터장",SK
549,"회사채,SK,ESG,순발행액,계열사,KB,4위,미래에셋대우,지속가능본드,키움증권,DCM,넷마블,에스파워,주관사",키움증권
550,"외국인,에프앤가이드,삼성화재,가능성,자동차,차재헌,투자자,연구원,배당금,김홍식,코스피,삼성전자,반도체,제조사,SK,우량주,거래소,턴어라운드,자사주,1만,PBR,고배당주",삼성전자
551,"SK,영향력,MZ세대,OK,구성원,한경,최태원,인플루언서,AM,제주,CEO,서귀포시,감각적,환경사회지배구조,최고경영자,경영자,재무성과,디아넥스호텔,MZ,투자자,뮤직비디오,편집기법,이해관계자,SK그룹,눈높이,만큼,20여",SK
552,"ESG,한국,투자자,CEO,이사진,이사회,우리나라,기업들,뉴딜,임창규,거버넌스,거래소,투자자들,SK,서울,최태원,박유경,지배구조,머니투데이",SK
553,"SK이노베이션,슈퍼보드,소비자들,1위,소비자,SK,주유소,코리아,코로나19,ESG,그린밸런스,임수길,뉴스레터,유튜브,윤활유,실시간,세대들,CF,컨슈머",SK이노베이션
554,"소비자,슈퍼보드,유튜브,임수길,SK이노베이션,ESG,센터장,밸류크리에이션,호감도,컨슈머,그린밸런스,코리아,PR,지배구조,SK,만족도,1위,소비자들,TVCF,TV",SK이노베이션
555,"SK,ESG,드래곤시티,전문가,정부포상,체크리스트,서울,SV,재생에너지100,구성원,클라우드,구성원들,빅데이터,재생에너지,인공지능,幸加來,ICT,전력량,시상식,기업지배구조",SK
556,"슈퍼보드,SK이노베이션,유튜브,소비자,1위,SK,호감도,임수길,소비자들,NNOVATION,CF,코리아,컨슈머,국민들,대학생,그린밸런스,레트,만족도,TV,ESG,코로나,코로나19,다관왕,뉴스레터",SK이노베이션
557,"SK,지속가능경영,기후변화,ESG,협의체,DBL,안석호",SK
558,"지속가능경영,강경성,산업부,현대모비스,지배구조,협력사,SK,환경부문,국무총리,서울,전자바퀴,드래곤시티,만도,수소차,모빌리티",현대모비스
559,"SK,ESG,시상식,협의체,최태원,정부포상,자원부,기후변화,강경성,SV,안석호,DBL,전문가,제주,디아넥스,체크리스트",SK
560,"슈퍼보드,유튜브,1위,SK이노베이션,시청자,코로나19,그린밸런스,SK,관계자,임수길,뉴스레터,ESG,컨슈머,코리아,소비자들,소비자,CF,NNOVATION,레트,시청자들,국민들",SK이노베이션
561,"지속가능경영,ESG,SK,DBL,안석호,환경,사회적,중소기업,정부포상,자원부,책임,기업지배구조,기업부,센터장,산업통산자원부,다우존스,시상식,BOTTOM,SOCIAL,GOVERNANCE",SK
562,"슈퍼보드,SK이노베이션,ESG,그린밸런스,임수길,SK,국민들,지배구조,호감도,코리아,코로나,그린밸런스2030,경영전략,유튜브,센터장,자회사들,자회사,PR,경영,캠페인,이노베이션,기업,광고,달성,크리에이션,성장,사업,코드,가치,해소",SK이노베이션
563,"SK이노베이션,슈퍼보드,SK,소비자,주유소,소비자들,1위,코로나19,ESG,그린밸런스,코리아,뉴스레터,임수길,윤활유,실시간,NNOVATION,세대들,유튜브,CF,컨슈머",SK이노베이션
564,"SK이노베이션,슈퍼보드,SK,소비자,유튜브,주유소,소비자들,코로나19,ESG,그린밸런스,1위,임수길,그중,윤활유,호임수,실시간,NNOVATION,CF,코로나,코리아",SK이노베이션
565,"한국,JP모건,모건,코스피,미국,증권가,200,기업들,바이든,28만,목표치,200,섹터,부동산,SK,47만,34만,5세대,10만",SK
566,"슈퍼보드,소비자,그린밸런스,유튜브,임수길,PR,호감도,ESG,밸류크리에이션,센터장,컨슈머,코리아,SK이노베이션,환경,,만족도,SK,1위,소비자들,TVCF,TV,캠페인,영상,평가",SK이노베이션
567,"슈퍼보드,SK이노베이션,임수길,SK,윤동,소비자들,국민들,1위,소비자,TV,컨슈머,청량제,호감도,ESG,코로나,센터장,VOICE,TVCF,CONSUMER,PR,캠페인,이노베이션,기업,선정,크리에이션,광고,블루,최대,애니메이션,사업,사이트,코드",SK이노베이션
568,"SK이노베이션,슈퍼보드,소비자들,소비자,SK,코로나19,주유소,1위,ESG,코리아,그린밸런스,뉴스레터,임수길,유튜브,윤활유,실시간,세대들,CF,코로나,NNOVATION",SK이노베이션
569,"탄소중립,한국,환경부,우리나라,관계자,재생에너지,산업구조,EU,일본,탄소국경세,SK,만큼,환경규제,자동차,다소비,ESG",SK
570,"친환경,윤활유,폐플라스틱,한국윤활유공업협회,재활용,루브리컨츠,SK,계열사,노종섭,SK루브리컨츠,연구소,SK이노베이션,ZIC,정례회의,협의체,부회장,지배구조,회원사,상근부회장,생태계,자회사,SERIES,ZERO,WORLD,ESG,SK종합화학,화학",SK이노베이션
571,"윤활유,재활용,루브리컨츠,SK루브리컨츠,폐플라스틱,SK,차규탁,극대화,폴리에틸렌",SK
572,"윤활유,폐플라스틱,SK루브리컨츠,회원사,루브리컨츠,SK,협의체,한국윤활유공업협회,지크,차규탁,계열사,재활용,지속가능,연구소,SK이노베이션,극대화",SK이노베이션
573,"친환경,윤활유,재활용,회원사,협의체,SK루브리컨츠,루브리컨츠,SK,한국윤활유공업협회,폐플라스틱,ESG,차규탁,계열사",SK
574,"친환경,윤활유,재활용,회원사,협의체,SK루브리컨츠,루브리컨츠,SK,폐플라스틱,에쓰,노종섭,차규탁,계열사,한국발보린",SK
575,"온라인,응모권,위스타트,선착순,위아자,기증품,코로나19,운동화,특별판매,루미르,사인볼,이형목,서지석,SK,김창열,최태원",SK
576,"경영계,회원사,최태원,최선욱,ESG,대한상의,사용자,김영삼,경영자,종사자,대한상,SK,현대차,지배구조,세무조사",SK
577,"친환경,SK이노베이션,SK,김준,위원회,SK그룹,위원장,환경사업위원회,경쟁력,그간,ESG,그동안,그린밸런스,지배구조,전기차,전사적,화학연구소,차세대,코로나19,연구소,신성,연구원,차세대배터리연구센터,루브리컨츠,기술원",SK이노베이션
578,"SK,친환경,SK이노베이션,김준,공장장,실행력,SK에너지,조직개편,위원회,SK그룹,위원장,SK종합화학,경쟁력,ESG,총괄부사장,그동안,코로나바이러스",SK이노베이션
579,"ESG,최태원,최종현학술원,베이징,세계화,베이징대,중국,성과인센티브,공공부문,가속화,고도화,지배구조,사회성과인센티브,SK,SPC,기업,가치,회장,제도,사회,보상,변화,경영,재계",SK
580,"ESG,최태원,최종현학술원,SK,SK그룹,세계화,비영리법,베이징대,도이치뱅크,지속가능,지배력,도쿄대,SPC,중국,일본",SK
581,"ESG,SK,최태원,김준,SK이노베이션,진두지휘,최종현학술원,수펙스,친환경,도쿄,연구원,연구소,위원회,그린밸런스,그간",SK이노베이션
582,"대한상의,관계자,SK,대한상공회의소,회장직,코로나19,최종현학술원,베이징포럼,지배구조,ESG,최태원,박용만,회장단,도쿄포럼,도쿄대,도쿄,일본,서울,서울상의,모양새,공식화,대기업",SK
583,"대한상의,전경련,최태원,경제계,경총,SK,대기업,경제단체,중소기업,현대자동차,개정안,삼성전자,박용만,한국,표준화,관계자,워커힐호텔,애스턴,VBA,거래법",현대자동차
584,"ESG,최태원,최종현학술원,SK,SK그룹,베이징,도쿄,세계화,비영리법,베이징대,도이치뱅크,지속가능,지배력,도쿄대,SPC,중국,일본,가속화",SK
585,"ESG,최태원,온라인,베이징포럼,최종현학술원,가속화,중국,지배구조,공공부문,베이징대,도쿄대,고도화,일본,도쿄포럼,팬데믹,코로나19,기업들,SK,회장,기업,가치,경영,위기,환경",SK
586,"SK,두산중공업,이네오스,생태계,유럽,현대차,그린수소,강원도,연료전지시스템,발전소,풍력발전",두산중공업
587,"SK,SK이노베이션,김준,위원회,실행력,ESG,환경사업위원회,관계자,위원장,관계사,총괄사장,전략실,수펙스,수펙스추구협의회,협의체,기술혁신연구원,협의회,차세대배터리연구센터,차세대,연구원,기술원",SK이노베이션
588,"ESG,최종현학술원,도쿄,일본,베이징,최태원,라미,슈밥,클라우스,파스칼,가속화,SK,외쳐,사무총장,SPC,베이징대,세계경제포럼",SK
589,"SK텔레콤,대한결핵협회,최소정,유니세프한국위원회,연말연시,서충교,본부장,기부금,SK,모바일스트리밍담당,캐롤,김경희,가입자",SK텔레콤
590,"연말연시,SKT,ESG,기부금,대한결핵협회,유니세프한국위원회,캐롤,가입자,최소정,HAPPY,코로나19,SK,방향성",SK
591,"SKT,유니세프한국위원회,대한결핵협회,캐롤,가입자,최소정,SK텔레콤,연말연시,SK,셀럽들,셀럽,농구단,새해인사,ESG,나이츠,모금회,지속가능성,사회복지공동모금회,기부금,이웃간",SK텔레콤
592,"SK텔레콤,최소정,연말연시,40여,캐롤,SK,기부,,휴대폰,농구단,방향성,사회복지공동모금회,대한결핵협회,나이츠,ESG,소셜,셀럽,모금회,50만,새해인사,양해각서,소셜네트워크서비스,아이돌그룹,유니세프한국위원회,기부금,네트워크",SK텔레콤
593,"연말연시,SK텔레콤,유니세프한국위원회,기부금,대한결핵협회,가입자,MOU,방향성,지배구조,이웃간,모금회,사회복지공동모금회,이용자,기부행사,기부활동,SK,ESG,SNS,SEAL,기부,컬러링,캠페인,영상,콘텐츠,제공",SK텔레콤
594,"도쿄포럼,최태원,크뤼천,인류세,ESG,도쿄,수상자,코로나바이러스,온라인,가속화,도쿄대,일본,지배구조,거버넌스,이기심,노벨,코로나19,감염증,최종현학술원,2회,환경재앙,SK,환경,경영,회장",SK
595,"코로나,최태원,온라인,기업들,각국,도쿄대,최종현학술원,ESG,SK,도쿄,환경보호,환경위기,피게레스,크리스티나,요한,컬럼비아대,포츠담,최종현,제프리,마코토",SK
596,"SK,인류세,최종현학술원,최태원,ESG,7개,RE100,이기심,도쿄,수상자,영국,이사장,크뤼천,2회,노벨,도쿄포럼,하이닉스,브로드밴드,도이체방크,도쿄대",SK
