,특성추출(가중치순 상위 50개),특성추출_번역,label,score
776,"한화그룹,한화,경기도,한화생명,방역물품,코로나19,한화건설,코로나,미혼모,손소독제,대구,방진복,겨울철,김승연,자매결연,복지관,사회봉사단,갈현,보훈청,서울,7개,은평재활원","Hanwha Group, Hanwha, Gyeonggi -do, Hanwha Life, Guanggae, Corona 19, Hanwha E & C, Corona, Unmarried Mother, Son Dokje, Daegu, Blood Development, Winter, Kim Seung -yeon, Sister Relief , Eunpyeong Rehabilitation Center",Social,0.8616547584533691
777,"정희수,생보산업,지속성장,취임식,소비자,격량,서울,코로나,핀테크,생보협회장,난제들,생보업,협회장,ESG,의료빅데이터,지배구조,임직원,안전망","Chung Hee -soo, Life Industry, Sustainable Growth, Inauguration Ceremony, Consumer, Quantitative, Seoul, Corona, Fintech, Life Insurance Association, Chairman, Life Insurance, Association, ESG, Medical Big Data, Governance, Employees",Social,0.9833014011383057
778,"CDP,신한금융,보고서,아너스클럽,기후변화,위원회,공개프로젝트,동아시아,아너스,평가서,최고등급,자산포트폴리오,투자자,제로카본,국제협력,배출량,탄소제,지침서,각국","CDP, Shinhan Finance, Report, Honors Club, Climate Change, Committee, Public Project, East Asia, Honors, Evaluation, Best grade, Asset Portfolio, Investor, Zero Carbon, International Cooperation",Environmental,0.9903600215911865
779,"뉴딜,에퀴스,운용사,폐기물,금융투자,이진국,이유재,ESG,서울,여의도,업무제휴협약,제네시스PE,ESG투자,업무협약,선제적","New Deal, Equis, Manager, Waste, Financial Investment, Lee Jin -guk, Lee Jae -jae, ESG, Seoul, Yeouido, Business Alliance Agreement, Genesis PE, ESG Investment, Business Convention",Social,0.6090317368507385
780,"시상식,SK,ESG,지속가능경영,전문가,안석호,중소벤처기업부,자원부,기업부,산업통상자원부,빅데이터,관리체계,클라우드,ICT,센터장","Awards, SK, ESG, Sustainable Management, Experts, Ahn Seok -ho, Small and Medium Venture Business Department, Ministry of Resources, Business, Ministry of Trade, Industry and Energy, Big Data, Management System, Cloud, ICT, Center Director",Social,0.9764546751976013
781,"수익률,증권사,사업자,적립금,ESG,미래에셋대우,1위,순이익,14조,지배구조,DC,IRP,월평균,차세대,사무소","Return, securities firms, businesses, reserves, ESG, Mirae Asset Daewoo, 1st place, net profit, 14 trillion, governance structure, DC, IRP, monthly average, next generation, office",Social,0.7025635838508606
782,"최우수상,증권사,ESG,퇴직연금,아시아,미래에셋대우,삼성증권,확산세,코로나19,감염증,자리매김,3041억,코로나바이러스,해외주식형,시상식,대신증권,한국투자증권,한국기업지배구조원,대표주자,미래에셋자산운용,삼성자산운용,구조원,한국,아시아자본투자대상,순이익,금융투자회사들,소비자,펀드사,금융투자,국내주식형,위원장,금융위원장상,금융소비자보호,KB증권,NH,KB","Grand Prize, Securities Company, ESG, Retirement Pension, Asia, Mirae Asset Daewoo, Samsung Securities, Difficulty, Corona 19, Colona 19, Infections, Position, 304.1 billion, Corona Virus Won, Representative Runners, Mirae Asset Asset Management, Samsung Asset Management, Rescue Workers, Korea, Asian Capital Investment Target, Net Investment Company, Consumer, Fund Company, Financial Investment, Domestic Stock Type, Chairman, Finance Chairman, Financial Consumer Protection, KB Securities, NH, KB",None,0.849358081817627
783,"세계은행,개발도상국,윤종규,IFC,KB,KB금융,자금조달,업무협약,미얀마,지배구조,캄보디아,인도네시아,동남아지역,사무소,산업분야,220억,빈곤퇴치,공동번영,100여개국","World Bank, Development Country, Yoon Jong -gyu, IFC, KB, KB Financial Group, Funding, Business Convention, Myanmar, Governance, Cambodia, Indonesia, Southeast Asia, Office",None,0.6019909977912903
784,"뉴딜,운용사,폐기물,에퀴스,ESG,금융투자,업무제휴협약,이유재,3000억,제네시스PE,이진국,3사,여의도,전도사,한국판,북미,북미지역,극대화,투자처","New Deal, Manager, Waste, Equis, ESG, Financial Investment, Business Alliance Agreement, Wi -jae, 300 billion, Genesis PE, Lee Jin -guk, 3 Company, Yeouido, Evangelist, Korean version, North America, Maximization, Investment",Social,0.7025355696678162
785,"한화,한화그룹,코로나19,사회취약계층,한화생명,소상공인,경기도,복지관,한화솔루션,라이프파크,미혼모,소독제,방진복,대구,겨울철,생활치료센터","Hanwha, Hanwha Group, Corona 19, Social Vulnerable Class, Hanwha Life, Small Business, Gyeonggi -do, Welfare Center, Hanwha Solution, Life Park, Single Mother",Social,0.9850239753723145
786,"빅데이터,소비자,정희수,ESG,협회장,사업장,4차,보험금,ESG경영,고객신뢰,지속가능,그동안,격량,코로나,핀테크,디지털화,중장기","Big data, consumer, Chung Hee -soo, ESG, association, workplace, 4th, insurance, ESG management, customer trust, sustainable, in the meantime, quantity, corona, fintech, digitalization",Social,0.9301037788391113
787,"코스피,코로나19,외국인,미국,부양책,순매도,대신증권,하락세,6거래일,연구원,종목들,케이팝,전거래일,매도세,매수세","KOSPI, Corona 19, Foreigners, US, Supervisory, net selling, Daeshin Securities",None,0.8251067399978638
788,"CDP,신한금융,보고서,아너스클럽,다우존스,최고등급,영향력,지침서,신뢰도,지배구조,위원회,제로카본,각국,탄소정보공개프로젝트,그룹차원,한국,신한금융그룹,금융기관,투자자,투자기관들","CDP, Shinhan Finance, Report, Honors Club, Dow Jones, Best Rating, Influence, Guidelines, Reliability, Governance, Committee, Zero Carbon, Carbon Information Disclosure Project, Group Dimensional, Korea, Shinhan Financial Group, Financial Institution, Investor Investors",Environmental,0.9766516089439392
789,"비재무보고,한국,김동양,이동섭,경제과,김선문,IFRS,리카넨,한국회계기준원,윤진수,김재호,팀장,한국기업지배구조원,김정남,한국공인회계사회,강동수,주인기,매튜스,벤쟈민,구조원,이사회,이화여대,서울대,곽수근,한종수,삼정","Non Jae -mu, Korea, Kim Dong -yang, Lee Dong -seop, Economic Division, Kim Sun -moon, IFRS, Rika Nen, Korean Assembly Standards, Yoon Jin -soo, Kim Jae -ho, Team Leader Rescue, the board of directors, Ewha Womans University, Seoul National University, Kwak Soo -geun, Han Jong -soo, Samjung",Social,0.963336706161499
790,"한국,코스피,JP모건,3200선,기업들,모건,아시아,전년대비,순이익,부동산,현대차,하이닉스,전기차","Korea, KOSPI, JP Morgan, 3200, Companies, Morgan, Asia, year -on -year, net profit, real estate, Hyundai, Hynix, electric car",None,0.9921519756317139
791,"밀레니얼,미국,부머,테슬라,한국,비욘드미트,그전,정의선,이재용,코로나,기관장,윤석헌,민주당,영향력,클라우드,금융시장,엣시","Millennial, USA, Boomer, Tesla, Korea, Beyond Meat, Before, Jeong -sun, Lee Jae -yong, Corona, Director, Yoon Seok -heon, Democratic Party, Influence, Cloud, Financial Market, Etcy",Social,0.9789600968360901
792,"상무보,대우,본부장,부사장,팀장,부동산,미래에셋자산운용,이승원,이정훈,WM,이우진,부문장,홍콩,김해","Commerce, Daewoo, General Manager, Vice President, Team Leader, Real Estate, Mirae Asset Asset Management, Lee Seung -won, Lee Jung -hoon, WM, Lee Woo -jin, Division, Hong Kong",None,0.5684188008308411
793,"코스피,기대감,한국,외국인,아시아,코로나19,연구원,모건,JP모건,투자심리,미국,대형주,지배구조,매수세","KOSPI, Expectations, Korea, Foreigners, Asia, Corona 19, Researcher, Morgan, JP Morgan, Investment Psychology",None,0.48650234937667847
794,"본부장,팀장,대우,부문장,상무보,WM,미래에셋자산운용,부동산,부사장,이정훈,지점장,김은섭,김평규,이제헌,장성주,김철훈,이경일,김시천,이필수,조혁진,장지현,김욱래,강한덕,이기상,이상호,박광주,정상윤,신재훈,양상철,양병천","Director, Team Leader, Daewoo, Director, Commerce, WM, Mirae Asset Asset Management, Real Estate, Vice President, Lee Jung -hoon, Branch Manager, Kim Eun -seop, Kim Pyeong -gyu, Lee Je -heon, Jang Sung -joo, Kim Chul -hoon, Lee Kyung -il, Kim Si -cheon, Lee Pil -soo, Cho Hyuk -jin Lee Sang -ho, Park Kwang -ju, Sang -yoon Sang, Jaehoon Shin, Sang -cheol Yang, Byung -Chun Yang",Social,0.4783701002597809
795,"기후변화,신한금융,CDP,보고서,동아시아,최고등급,제로카본,지침서,지배구조,상장기업,배출량,영국,탄소정보공개프로젝트,정보공개,금융그룹,신한금융그룹,ESG,리더십A,A등급,평가,연속,등급,변화,기후,탄소,환경,기업,기관,공개,정보,그룹,금융,투자,드라이브,구조,리더십,판단","Climate Change, Shinhan Finance, CDP, Report, East Asia, Best grade, Zero Carbon, Guidelines, Governance, Listed Companies, Emissions, UK, Carbon Information Disclosure Project, Information Disclosure, Financial Group, Shinhan Financial Group, ESG, Leadership A, A grade, evaluation, continuous, grade, change, climate, carbon, environment, corporate, institution, public, information, group, finance, investment, drive, structure, leadership, judgment",Environmental,0.9870002865791321
796,"회사채,SK,ESG,순발행액,계열사,KB,4위,미래에셋대우,지속가능본드,키움증권,DCM,넷마블,에스파워,주관사","Corporate Bonds, SK, ESG, Quit Land, KB, 4th, Mirae Asset Daewoo, Sustainable Bond, Kiwoom Securities, DCM, Netmarble, Espower",None,0.9851930141448975
797,"외국인,에프앤가이드,삼성화재,가능성,자동차,차재헌,투자자,연구원,배당금,김홍식,코스피,삼성전자,반도체,제조사,SK,우량주,거래소,턴어라운드,자사주,1만,PBR,고배당주","Foreigners, F & Guide, Samsung Fire, Possibility, Automotive, Cha Jae -heon, Investor, Researcher, Dividend, Kim Hong -sik, KOSPI, Samsung Electronics",Social,0.6291059255599976
798,"ESG,WASHING,상장사,한국,윤덕찬,은행들,기업들,4개,서울,워싱,발전소,머니투데이,롯데월드타워","ESG, Washing, listed company, Korea, Yoon Deok -chan, banks, companies, 4, Seoul, Washing, Power Plant, Money Today, Lotte World Tower",None,0.5574269890785217
799,"포스코,기업시민,반기문,곽수근,자본주의,송호근,염재호,문형구,석학들,컬처데이,고려대,산업화,위원장,포스코센터,기가스틸,인격체,그린스틸,명예교수","POSCO, Corporate Citizens, Ban Ki -moon, Kwak Soo -geun, Capitalism, Song Ho -geun, Yeom Jae -ho, Moon Hyung -gu, Scholar, Culture Day, Korea University, Industrialization, Chairman, Chairman, POSCO Center, Gigastil",Social,0.9797964692115784
800,"한화그룹,한화,코로나19,한화생명,사회취약계층,방역물품,생활치료센터,미혼모,겨울철,지속가능성,김승연,코로나바이러스,사회취약,자매결연,복지관,사회봉사단,보훈청,7개,요양원","Hanwha Group, Hanwha, Corona 19, Hanwha Life, Social Vulnerable Class, Guangno, Life Therapy Center, Single Mother, Winter, Sustainability, Kim Seung -yeon, Corona Virus, Social Vulnerability nursing home",Social,0.9875264763832092
801,"ESG,이사회,미국,투자자들,엑손모빌,투자자,김성우,한국,서울,스페인,콴타스,배출량,지배구조,특성상,김앤장,머니투데이,호주,연구소장,주주제안","ESG, Board of Directors, US, Investors, Exxon Mobil, Investor, Kim Sung -woo, Korea, Seoul, Spain, Qantas, emissions, governance structure, characteristics, Kim & Chang, Money Today, Australia",Social,0.6581020355224609
802,"ESG,위원장,투자자,만큼,국민연금,기업가치,원종현,가능성,기업들,동반자,기후변화,한국,서울,선진국,지배구조,투자자들","ESG, Chairman, Investor, as much as possible, national pension, corporate value, Won Jong -hyun, possibilities, companies, companions, climate change, Korea, Seoul, developed countries, governance, investors",Social,0.9062801599502563
803,"윤덕찬,송파구,SKY31,ESG,서울,지속가능금융,롯데월드,발전소,대표이사,가능,이사,지속,컨벤션,타워,대표,금융,포럼","Yoon Deok -chan, Songpa -gu, SKY31, ESG, Seoul, Sustainable Finance, Lotte World, Power Plant, CEO",Social,0.9548210501670837
804,"윤덕찬,송파구,SKY31,서울,ESG,롯데월드,발전소,대표이사,지속가능금융,금융,지속,컨벤션,가능,이사,대표,타워,포럼","Yoon Deok -chan, Songpa -gu, SKY31, Seoul, ESG, Lotte World, Power Plant, CEO, Sustainable Finance, Finance, Sustainable, Convention, Possible, Director, Representative, Tower, Forum",Social,0.9445410370826721
805,"부사장,권기준,송파구,SKY31,서울,패널토의,협의회,롯데월드,SUPEX,ESG,컨벤션,패널,추구,타워,토의,발언,포럼","Vice President, Kwon, Songpa -gu, SKY31, Seoul, Penalto, Council, Lotte World, SUPEX, ESG, Convention, Panel",Social,0.9445590376853943
806,"원종현,부사장,위원회,김앤장,권기준,송파구,SKY31,한국외국어대학교,서울,김성우,윤승영,패널토의,사무소,연구소장,위원장,롯데월드,협의회,대학원,패널토,SUPEX,ESG,전문,교수,컨벤션,패널,환경,진행,에너지,연금,추구,기금,법률,국민,타워,운용,왼쪽","Won Jong -hyun, Vice President, Committee, Kim & Chang, Kwon, Songpa -gu, SKY31, Hankuk University of Foreign Studies, Seoul, Kim Sung -woo, Yoon Seung -young, Penalty, Office, Research Institute, Chairman, Lotte World, Council, Graduate School, Penal Professor, convention, panel, environment, progress, energy, pension, pursuit, fund, law, national, tower, operation, left",Social,0.9764294624328613
807,"원종현,부사장,위원회,김앤장,권기준,송파구,SKY31,한국외국어대학교,서울,김성우,윤승영,패널토의,사무소,연구소장,위원장,롯데월드,협의회,대학원,SUPEX,ESG,전문,교수,컨벤션,패널,환경,행복,에너지,연금,추구,기금,법률,국민,타워,운용,왼쪽,투자","Won Jong -hyun, Vice President, Committee, Kim & Chang, Kwon, Songpa -gu, SKY31, Hankuk University of Foreign Studies, Seoul, Kim Sung -woo, Yoon Seung -young, Penalty Toy, Office, Research Institute, Chairman, Lotte World, Council, Graduate School, Supex, ESG, Professor, Professor, Professor Panel, environment, happiness, energy, pension, pursuit, fund, law, national, tower, management, left, investment",Social,0.9738014340400696
808,"ESG,이사회,투자자,한국,미국,CEO,만큼,이사진,원종현,박유경,한성근,총괄이사,윤덕찬,동학개미,김성우","ESG, Board of Directors, Investors, Korea, the United States, CEO, Lee, Lee Jong -hyun, Won Jong -hyun, Park Yoo -kyung, Han Sung -geun, General Director, Yoon Deok -chan, Donghak ant, Kim Seong -woo",Governance,0.39392903447151184
809,"한화,기념사,미혼모,겨울철,코로나바이러스,코로나19,자매결연,생활치료센터,복지관,사회봉사단,보훈청,7개,요양원,한화에어로스페이스,김승연,방역용품,용인,경북,전사적,대구,사회공헌,지배구조,방진복,감염증,사회취약,한화솔루션,세정제,주년","Hanwha, Memorial, Memorial, Winter, Corona Virus, Corona 19, Sisters, Life Therapy Center, Welfare Center, Social Volunteer Corps, Veterans Affairs, 7, Nursing Home, Hanwha Aeros Face Social contribution, governance structure, dustproof suit, infectious disease, social vulnerable, Hanwha solution, cleaning agent, anniversary",Social,0.9835675954818726
810,"뉴딜,금융투자,운용사,이진국,이유재,송성훈,대표이사,에퀴스,ESG,폐기물,3사,업무제휴협약,여의,한국판,전도사,사모펀드,극대화","New Deal, Financial Investment, Manager, Lee Jin -guk, Lee Jae -jae, Song Sung -hoon, CEO, Equis, ESG, Waste, 3 Company, Business Alliance Agreement, Yeoui, Korean version, evangelist, private equity, maximization",None,0.6704837679862976
811,"녹색성장펀드,이명박,6개월,수익률,태양광,설정액,뉴딜,유럽,운용사,전기차,에프앤가이드,미국,1개월,관계자","Green Growth Fund, Lee Myung -bak, 6 months, yield, solar, setting liquid, New Deal, European, managers, electric cars, F & Guide, US, 1 month, official",Social,0.8281070590019226
812,"ESG,김용진,국민연금,민형배,머니투데이,한국,책임투자,기업들,오피니언,지배구조,더불어민주당,운용사,자산운용사,기관투자자들,터닝포인트,연기금","ESG, Kim Yong -jin, National Pension, Min Hyung -bae, Money Today, Korea, Responsible Investment, Company, Opinion, Governance, Democratic Party, Manager, Asset Manager, Institutional Investors, Turning Points, Pension Fund",Social,0.841072678565979
813,"에퀴스,뉴딜,운용사,폐기물,사모펀드,하나금투,한국판,이진국,전도사,금융투자,신재생에너지,제니시스,PE,지배구조,3000억,투자처,신재,신재생,3사,기반시설,사회책임,제니시스매니지먼트,사회기반시설,싱가포르,제네시스PE,ESG,제니시스PE,투자","Equis, New Deal, Manager, Waste, Private Fund, Hana Geumtu, Korean Version, Lee Jin -guk, Evangelist, Financial Investment, Renewable Energy, Jenice, PE, Governance, 300 billion Facility, social responsibility, Zenice management, social infrastructure, Singapore, Genesis PE, ESG, Jenice PE, Investment",Social,0.9515194892883301
814,"CDP,기후변화,신한금융,동아시아,평가서,자산포트폴리오,지배구조,배출량,지침서,비상장,국제협력,보고서,금융그룹,투자자,금융기관,투자기관들,신한금융그룹,최고등급,DRIVE,CARBON,ESG,ZERO,LEADERSHIP,그룹,금융,기관,공개,등급,연속,평가,탄소,투자,환경","CDP, Climate Change, Shinhan Financial Group, East Asia, East Asia, Asset Portfolio, Governance, Emissions, Guidelines, Guidelines, Unlisted, International Cooperation, Report, Financial Group, Investor, Financial Institutions, Investors, Shinhan Financial Group, Best Carbon, ESG, Zero, Leadership, Group, Finance, Institutions, Disclosure, Grade, Serial, Evaluation, Carbon, Investment, Environment",Environmental,0.9871184825897217
815,"거버넌스,김광기,신민영,김원기,중앙일보,서강대,김영익,이형종,손종원,ESG,논설위원,ESG경제,겸임교수,부문장,지속가능,연구소장,조윤성,경제,대표,평가,미디어,커뮤니케이션,환경,사회,선임,교수,위원,전문,가능,업체,지속,겸임,보도,발전,논설,조사,컨설팅","Governance, Kim Kwang -ki, Shin Min -young, Kim Won -ki, JoongAng Ilbo, Sogang University, Kim Young -ik, Lee Hyung -jong, Son Jong -won, ESG, Editorial Commissioner, ESG Economy, Adjunct Professor, Division, Sustainability Environment, Society, Senior, Professor, Commissioner, Specialist, Possible",Social,0.9546416401863098
816,"SK,영향력,MZ세대,OK,구성원,한경,최태원,인플루언서,AM,제주,CEO,서귀포시,감각적,환경사회지배구조,최고경영자,경영자,재무성과,디아넥스호텔,MZ,투자자,뮤직비디오,편집기법,이해관계자,SK그룹,눈높이,만큼,20여","SK, influence, MZ generation, OK, members, Hankyung, Choi Tae -won, influencer, AM, Jeju, CEO, Seogwipo City, Sensational and Environmental Social Governance Structure, CEO, Manager, Financial Times, Dianex Hotel, MZ, Investor, Investor, Investor, Music video, editor technique, stakeholder, SK Group, eye level, 20",Social,0.9577484130859375
817,"위원회,원종현,ESG,송파구,SKY31,서울,쓰나미,주제발표,롯데월드,위원장,한국,대응과제,기업,대응,컨벤션,환경,기금,연금,정책,자세,운용,투자,전문,타워,국민,변화,주제,포럼","Committee, Won Jong -hyun, ESG, Songpa -gu, SKY31, Seoul, Tsunami, Topic presentation, Lotte World, Chairman, Korea, Response, Company, Response, Convention, Environment, Fund, Pension , National, change, topic, forum",Social,0.959731936454773
818,"위원회,원종현,송파구,쓰나미,SKY31,서울,ESG,주제발표,한국,위원장,롯데월드,자세,컨벤션,기금,연금,정책,기업,대응,운용,국민,투자,전문,타워,주제,포럼","Committee, Won Jong -hyun, Songpa -gu, Tsunami, SKY31, Seoul, ESG, Topic presentation, Korea, Chairman, Lotte World, Posture, Convention, Fund, Pension, Policy, Company, Response, Operation forum",Social,0.9289891123771667
819,"ESG,본부장,부사장,기후변화,위기의식,우상현,박천웅,임대웅,서울,머니투데이,미래에셋자산운용,신재훈,가능성,용어들,롯데월드타워,뉴딜,관계자,혁신금융,지배구조,한국대표,운용사,한국,그린뉴딜,이니셔티브","ESG, General Manager, Vice President, Climate Change, Crisis Awareness, Woo Sang -hyun, Park Cheon -woong, Lease, Seoul, Money Today, Mirae Asset Asset Management, Shin Jae -hoon, Possibility, Terms, Lotte World Tower, New Deal, officials , Managers, Korea, Green New Deal, Initiative",Social,0.5255489945411682
820,"연구소장,김성우,송파구,SKY31,김앤장,서울,탄소중립,주제발표,사무소,이사회,롯데월드,ESG,컨벤션,역할,환경,중립,법률,타워,탄소,에너지,주제,포럼","Research Director, Kim Sung -woo, Songpa -gu, SKY31, Kim & Chang, Seoul, Carbon Neutral, Topic Announcement, Office, Lotte World, ESG, Convention, Role, Environment, Neutral, Law, Tower, Carbon, Energy, Topic, Forum",Environmental,0.9819003939628601
821,"김앤장,송파구,김성우,SKY31,서울,주제발표,탄소중립,사무소,연구소장,이사회,롯데월드,ESG,역할,컨벤션,환경,에너지,탄소,중립,법률,타워,주제,포럼","Kim & Chang, Songpa -gu, Kim Seong -woo, SKY31, Seoul, Topic presentation, carbon neutral, offices, research institute, board, Lotte World, ESG, Role, Convention, Environment, Energy, Carbon, Neutral, Law, Tower, Topic",Environmental,0.9866319298744202
822,"뉴딜,운용사,폐기물,ESG,에퀴스,금융투자,업무제휴협약,이유재,제네시스PE,이진국,여의도,싱가포르,신재생,전도사,한국판,극대화","New Deal, Manager, Waste, ESG, Equis, Financial Investment, Business Alliance Convention",None,0.5355409383773804
823,"ESG,한성근,밀레니얼,미국,동학개미,한국,서울,3500조,머니투데이,베이비부머,아크,활성화,민간주도,그동안,롯데월드타워,코로나19,송파구,사실상,지배구조,2명","ESG, Han Sung -geun, Millennial, the United States, Donghak ant, Korea, Seoul, 3500 trillion, Money Today, Baby Boomer, Arc, Activation, Private Leading, Lotte World Tower, Corona 19",Social,0.9661675691604614
824,"생보산업,정희수,빅데이터,취임식,서울,위기극복,ESG,지속성장,코로나,핀테크,정보기술,소비자,지배구조,생보업,보험업,안정망,중구,금융시장","Life Industry, Chung Hee -soo, Big Data, Inauguration Ceremony, Seoul, Crisis Overcoming, ESG",Social,0.9758947491645813
825,"지속가능금융,한국,녹색금융,중앙은행,기후변화,임대웅,기업들,스터디그룹,금융기관들,영국,보고서,ESG,기후리스크,한국대표,그린뉴딜,로드맵,금융회사","Sustainable Finance, Korea, Green Finance, Central Bank, Climate Change, Rental Woong, Company, Study Group, Financial Institutions, UK, Report, ESG",Environmental,0.9666727185249329
826,"세계은행,개발도상국,사업영역,IFC,공동투자,WB,KB,인도네시아,지배구조,미얀마,산업분야,사무소,100여개국,캄보디아,신디케이티드론,자금조달,회원국,업무협약,소액대출,투자기관,KB금융그룹,주택금융,중소기업,공급망","World Bank, Development Country, Business Area, IFC, Joint Investment, WB, KB, Indonesia, Governance, Myanmar, Industrial Field, Office Investment agency, KB Financial Group, Housing Finance, SMEs",None,0.5215760469436646
827,"박천웅,본부장,임대웅,우상현,송파구,한국외대,SKY31,서울,미래에셋자산운용,윤승영,신재훈,패널토의,CIB,한국대표이사,한국,에코앤파트너스,롯데월드,대학원,코리아,INITIATIVE,FINANCE,UNEP,KB,ESG,교수,운용,컨벤션,패널,지주,금융,대표,전문,화상,스프링","Park Cheon -woong, Headquarters, Lim Dae -woong, Woo Sang -hyun, Songpa -gu, Hankuk University of Foreign Studies, SKY31, Seoul, Mirae Asset Asset Management, Yoon Seung -young, Shin Jae -hoon, Panel Toy, CIB, Korea CEO, Korea, Eco & Partners, Lotte World, Graduate, Korea, Initiative, Finance , UNEP, KB, ESG, Professor, Operation, Convention, Panel, Holdings, Finance, Representatives, Specialty, Spring",Social,0.9666767120361328
828,"본부장,임대웅,우상현,송파구,한국외대,SKY31,미래에셋자산운용,서울,윤승영,신재훈,패널토의,CIB,한국대표이사,한국,에코앤파트너스,방향성,롯데월드,대학원,INITIATIVE,FINANCE,UNEP,KB,ESG,교수,컨벤션,패널,지주,금융,대표,왼쪽,전문,총괄,방향,법학,이사,타워","Head of Headquarters, Lim Dae -woong, Woo Sang -hyun, Songpa -gu, Hankuk University of Foreign Affairs, SKY31, Mirae Asset Asset Management, Seoul, Yoon Seung -young, Shin Jae -hoon, Penalty Toe, CIB, Korea CEO, Korea, Eco & Partners, direction, Lotte World, Graduate, Initiative, Finance, UNEP KB, ESG, Professor, Convention, Panel, Holdings, Finance, Representative",Social,0.9262691140174866
829,"ESG,한국,투자자,CEO,이사진,이사회,우리나라,기업들,뉴딜,임창규,거버넌스,거래소,투자자들,SK,서울,최태원,박유경,지배구조,머니투데이","ESG, Korea, investor, CEO, board of directors, board of directors, Koreans, companies, New Deal, Lim Chang -kyu, Governance, Exchange, Investors, SK, Seoul, Choi Tae -won, Park Yoo -kyung, Governance, Money Today",Governance,0.4801117777824402
830,"SK이노베이션,슈퍼보드,소비자들,1위,소비자,SK,주유소,코리아,코로나19,ESG,그린밸런스,임수길,뉴스레터,유튜브,윤활유,실시간,세대들,CF,컨슈머","SK Innovation, Superboards, Consumers, 1st, Consumer, SK, Gas Station, Korea, Corona 19, ESG, Green Balance, Lim Soo -gil, Newsletter, YouTube",Social,0.6053320169448853
831,"세계은행,윤종규,IFC,KB금융,KB,관계자,KB금융그룹,금융서비스,개발도상국,업무협약,국제금융공사,자금조달,지배구조,미얀마,인도네시아,태평양,알폰소,100개국","World Bank, Yoon Jong -gyu, IFC, KB Financial Group, KB, officials, KB Financial Group, Financial Services, Development Country, Business Agreement, International Financial Corporation, Funding Procurement, Governance Structure, Myanmar, Indonesia, Pacific, Alfonso, 100 countries",Social,0.6187874674797058
832,"세계은행,윤종규,금융서비스,IFC,국제금융공사,KB,개발도상국,상품개발,KB금융그룹,미얀마,사무소,인도네시아,자금조달,주택금융,KB금융,캄보디아,공동투자,빈곤퇴치,공동번영,업무협약,사업영역,소액대출,동남아지역,상호협력,투자기관","World Bank, Yoon Jong -gyu, Financial Services, IFC, International Finance Corporation, KB, Development Country, Product Development, KB Financial Group, Myanmar, Office, Indonesia, Procurement, Housing Finance, KB Finance, Cambodia, Joint Investment Prosperity, business agreement, business area, small loan, Southeast Asia area, mutual cooperation, investment institution",None,0.9093965888023376
833,"뉴딜,에퀴스,운용사,폐기물,이진국,업무제휴,금융투자,3000억,ESG,여의도,아시아,한국판,전도사,송성훈,PEF운용사,투자처,27억,신재생,3사,3조,북미,신재,제네시스PE","New Deal, Equis, Manager, Waste, Lee Jin -guk, Business Alliance, Financial Investment, 300 billion, ESG, Yeouido, Asia, Korean version, evangelist, Song Sung -hoon, PEF manager, investment destination , Shinjae, Genesis PE",Social,0.643326997756958
834,"한화,코로나19,한화생명,한화그룹,사회취약계층,소상공인,경기도,복지관,한화솔루션,라이프파크,방역물품,미혼모,대구,소독제,방진복,겨울철,생활치료센터,사회취약","Hanwha, Corona 19, Hanwha Life, Hanwha Group, Social Vulnerable Class, Small Business, Gyeonggi -do, Welfare Center, Hanwha Solution, Life Park, Defense Goods",Social,0.9838760495185852
835,"정희수,협회장,취임식,생명보험협회장,국회의원,소비자,핀테크,코로나,지속성장,ESG,빅데이터,영천・청도,영천,핵심가치,새누리당,경북,청도,위원장,경쟁역량,한나라당","Chung Hee -soo, Chairman of the Association, Inauguration Ceremony, Law Insurance Association, National Assembly Member, Consumer, Fintech, Corona, Sustainable Growth, ESG, Big Data, Yeongcheon Qingdao, Yeongcheon, Core Value, Saenuri Party, Gyeongbuk, Qingdao, Chairman, GNP, GNP",Social,0.950620710849762
836,"임대웅,송파구,SKY31,서울,ESG,주제발표,한국대표이사,한국,에코앤파트너스,성장기회,POST,롯데월드,PANDEMIC,INITIATIVE,FINANCE,UNEP,컨벤션,대표,이사,성장,행복,기회,타워,주제,기업,포럼","Dae -woong Lim, Songpa -gu, SKY31, Seoul, ESG, Topic Announcement, Korea CEO, Korea, Eco & Partners, Growth Opportunity, POST, Lotte World, Pandemic, Initiative, Finance, UNEP, Convention, CEO, Director, Growth, Happiness Tower, topic, company, forum",Social,0.9493343830108643
837,"ESG,임대웅,송파구,SKY31,서울,주제발표,한국대표이사,한국,에코앤파트너스,성장기회,팬데믹,POST,롯데월드,PANDEMIC,INITIATIVE,FINANCE,UNEP,컨벤션,대표,이사,성장,타워,기회,주제,포스트,포럼","ESG, Lim, Songpa -gu, SKY31, Seoul, Topic Announcement, Korea CEO, Korea, Eco & Partners, Growth Opportunities, Fan Demic, POST, Lotte World, Pandemic, Initiative, Finance, UNEP, Convention, CEO, Director, Growth Tower, opportunity, topic, post, forum",Social,0.9602693915367126
838,"한국,ESG,아시아,거버넌스,네덜란드,책임투자,홍콩,기업들,투자자,APG,투자가,연기금,서울,입안자,경영진","Korea, ESG, Asia, Governance, the Netherlands, Responsible Investment, Hong Kong, Company, Investor, APG",None,0.8574572205543518
